ano_campeonato,data,rodada,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,colocacao_mandante,colocacao_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,AvgCH,AvgCD,AvgCA,missing_rodada,gols_pro_mandante,gols_pro_visitante,gols_sofridos_mandante,gols_sofridos_visitante,saldo_gols_mandante,saldo_gols_visitante,vitorias_mandante,vitorias_visitante,empates_mandante,empates_visitante,derrotas_mandante,derrotas_visitante,missing_colocacao_mandante,missing_colocacao_visitante,dia,mes,resultado_vitoria_mandante,resultado_vitoria_visitante,resultado_empate,gols_sofridos_media_mandante,gols_sofridos_media_visitante,gols_marcados_media_mandante,gols_marcados_media_visitante,vitorias_confronto_mandante,vitorias_confronto_visitante,empates_confronto,vitorias_seguidas_mandante,vitorias_seguidas_visitante,colocacao_media_mandante,colocacao_media_visitante,derrotas_seguidas_mandante,derrotas_seguidas_visitante,elo_mandante,elo_visitante
2006,1146960.0,4,75,45,12685.0,44467.67838615156,36,13,42,41,15.0,10.0,3215820.7136617205,3555115.5210102084,27.381366459627326,27.37307060755337,3.0,2.0,1.9907160240638289,3.492242940652154,4.229123066725456,0,5,7,6,2,-1,5,1,2,0,0,2,1,0,0,7,5,1,0,0,2.0,0.6666666666666666,1.6666666666666667,2.333333333333333,0.0,0.0,0.0,0.0,2.0,14.666666666666666,12.0,1.0,0.0,1487.1757452932231,1527.1717592221926
2006,1146960.0,4,39,45,22617.326947600017,57855.14667010534,46,22,42,41,5.0,6.0,4755621.33377216,3868021.1583668985,26.738317757009344,27.20938461538461,1.0,1.0,1.918919868738849,3.5240523497056717,4.421334950312173,0,6,4,3,2,3,2,2,2,1,1,0,0,0,0,7,5,0,0,1,1.0,0.6666666666666666,2.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.0,8.333333333333334,8.666666666666666,0.0,0.0,1529.768316586222,1526.7719648763596
2006,1147478.4,5,72,45,7597.105454652966,20119.785817307693,5,46,42,41,9.0,5.0,2769716.829683352,4183410.498222353,25.60206718346253,26.738317757009344,6.0,4.0,2.1276950495523788,3.420520017784376,3.827429467927285,0,9,7,4,4,5,3,2,2,0,2,2,0,0,0,13,5,1,0,0,1.0,1.0,2.25,1.75,0.0,0.0,0.0,1.0,0.0,9.75,7.5,0.0,0.0,1513.7463914451482,1529.394425887028
2006,1147478.4,5,51,45,16267.33170940938,44467.67838615156,20,16,42,41,13.0,11.0,3316669.329820737,3566851.7878733245,25.80324074074074,27.428761904761902,0.0,2.0,1.99071490329526,3.4922449641996494,4.22914223542907,0,6,7,3,5,3,2,1,2,1,0,1,1,0,0,13,5,0,1,0,0.75,1.25,1.5,1.75,0.0,0.0,0.0,1.0,2.0,14.0,12.666666666666666,0.0,0.0,1506.5014905525613,1518.9637663321423
2006,1147478.4,5,62,45,14832.631624082072,47181.89943765894,39,36,42,41,19.0,12.0,3412875.1410595123,3698406.4761469928,28.76,27.381366459627326,1.0,1.0,1.9879711841970584,3.495086170759405,4.242025347352043,0,0,8,6,8,-6,0,0,2,1,0,3,2,0,0,13,5,0,0,1,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,14.75,2.0,0.0,1453.0472232760774,1502.535824212162
2006,1147564.8,5,44,45,26213.87583382067,80202.6332663344,13,45,42,41,12.0,4.0,5833046.765083303,3585224.3212214056,27.37307060755337,27.19882154882155,1.0,3.0,1.8309298850789395,3.5715064430660526,4.64972177986008,0,9,7,5,1,4,6,2,3,0,0,2,1,0,0,14,5,0,1,0,1.25,0.25,2.25,1.75,0.0,0.0,0.0,0.0,1.0,11.5,8.75,1.0,0.0,1511.8116803032538,1534.4735894109492
2006,1147564.8,5,45,45,9961.055555555557,59518.333333333336,21,39,42,41,16.0,19.0,5299878.24204987,3417902.0745124514,27.42225656877898,28.76,1.0,1.0,1.9485238587149387,3.5018672020304167,4.305172286776086,0,4,1,6,7,-2,-6,1,0,0,2,3,3,0,0,14,5,0,0,1,1.5,1.75,1.0,0.25,0.0,0.0,0.0,0.0,0.0,14.75,16.6,1.0,0.0,1477.548718769546,1454.1789276511292
2006,1147564.8,5,64,45,7993.52635401139,19908.0,22,34,42,41,7.0,15.0,2635528.9760784223,4200904.738925685,27.20938461538461,26.123076923076923,2.0,1.0,2.127702712027137,3.4205202769196323,3.827421336810127,0,5,5,3,7,2,-2,2,1,2,1,0,2,0,0,14,5,1,0,0,0.75,1.75,1.25,1.25,0.0,0.0,0.0,0.0,1.0,8.0,16.5,0.0,0.0,1527.1458555755535,1487.7262721950071
2006,1147564.8,5,28,45,8052.153846153846,20302.418604651164,26,20,42,41,17.0,13.0,2635053.989962097,4200451.694546182,27.15382113821138,25.80324074074074,1.0,2.0,2.1276933758987817,3.4205166617231453,3.8274226160425058,0,5,6,8,5,-3,1,1,1,0,1,2,2,0,0,14,5,0,1,0,2.0,1.25,1.25,1.5,0.0,0.0,0.0,0.0,0.0,12.0,13.75,2.0,1.0,1477.9184536615487,1489.3037308518574
2006,1147564.8,5,20,45,19475.92385436123,55295.2775564409,33,25,42,41,20.0,19.0,5056262.468446202,3288126.7134561557,27.38627450980393,26.75765472312704,1.0,3.0,1.9549879453461745,3.5134431974983564,4.353755054504293,0,4,3,11,5,-7,-2,0,0,0,2,3,2,0,0,14,5,0,1,0,2.75,1.25,1.0,0.75,0.0,0.0,0.0,0.0,0.0,18.33333333333333,16.0,3.0,0.0,1448.6595906946998,1473.4730604409667
